[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 11, 32, 0, 0, 0, 0.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 63, 0, 0, 0, 0.0, 2, 4, 2, 2.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 12, 188, 2, 2, 1, 1.0, 2, 8, 4, 4.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 100, 2, 2, 1, 1.0, 2, 13, 7, 6.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 37, 0, 0, 0, 0.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 4, 93, 0, 0, 0, 0.0, 2, 5, 3, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 13, 27, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 83, 2, 2, 1, 1.0, 2, 4, 3, 2.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 98, 0, 0, 0, 0.0, 2, 3, 2, 1.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 29, 2, 2, 1, 1.0, 1, 1, 1, 0.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 210, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 5, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 5, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 10, 144, 2, 2, 1, 1.0, 2, 5, 3, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 13, 129, 2, 2, 1, 1.0, 2, 4, 2, 2.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 11, 178, 2, 2, 1, 1.0, 2, 6, 3, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 48, 0, 0, 0, 0.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 10, 163, 0, 0, 0, 0.0, 2, 6, 3, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 97, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 194, 2, 2, 1, 1.0, 2, 10, 5, 5.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 181, 2, 2, 1, 1.0, 2, 6, 3, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 30, 2, 2, 1, 1.0, 2, 3, 2, 1.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 11, 172, 0, 0, 0, 0.0, 2, 6, 3, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 10, 251, 0, 0, 0, 0.0, 2, 2, 1, 1.0];1
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 196, 2, 2, 1, 1.0, 2, 21, 12, 10.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 12, 213, 0, 0, 0, 0.0, 2, 7, 4, 3.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 89, 0, 0, 0, 0.0, 2, 5, 3, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 153, 2, 2, 1, 1.0, 2, 20, 11, 10.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 2, 151, 0, 0, 0, 0.0, 2, 8, 7, 4.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 261, 0, 0, 0, 0.0, 2, 14, 12, 7.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 130, 2, 2, 1, 1.0, 2, 6, 5, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 107, 2, 2, 1, 1.0, 2, 5, 4, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 108, 2, 2, 1, 1.0, 2, 3, 2, 1.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 163, 0, 0, 0, 0.0, 2, 5, 3, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 5, 88, 2, 2, 1, 1.0, 2, 12, 6, 6.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 123, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 96, 0, 0, 0, 0.0, 2, 5, 3, 2.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 151, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 140, 0, 0, 0, 0.0, 2, 2, 1, 1.0];1
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 132, 0, 0, 0, 0.0, 2, 8, 7, 4.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 11, 132, 2, 2, 1, 1.0, 2, 4, 2, 2.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 60, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 11, 90, 2, 2, 1, 1.0, 2, 6, 5, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 10, 103, 2, 2, 1, 1.0, 2, 17, 9, 8.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 4, 149, 2, 2, 1, 1.0, 2, 6, 3, 3.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 9, 60, 1, 1, 1, 0.5, 2, 3, 2, 1.5];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 7, 114, 2, 2, 1, 1.0, 2, 4, 2, 2.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 4, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 8, 35, 2, 2, 1, 1.0, 2, 2, 1, 1.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 21, 121, 2, 2, 1, 1.0, 2, 10, 5, 5.0];0
[2, 9.04183708889101, 5.404451972764346, 4.520918544445505, 6, 0, 2, 2, 1, 1.0, 0, 0, 0, 0.0];0
